frame,time_s,board_x,board_y,board_z,gun_x,gun_y,gun_z,state,collision_active,contact_force_n,tool_pressure,nails_installed,robot_label
194,6.4667,-0.1,0.28,1.45,0.0,-0.22956175162946185,1.15,fastening,1,35.0,0.25,1,AgiBot Genie G2
195,6.5,-0.1,0.28,1.45,0.0,-0.22999999999999998,1.15,fastening,1,35.0,0.25,1,AgiBot Genie G2
196,6.5333,-0.1,0.28,1.45,0.0,-0.22956175162946185,1.15,fastening,1,35.0,0.25,1,AgiBot Genie G2
197,6.5667,-0.1,0.28,1.45,0.0,-0.22825180805870446,1.15,fastening,1,35.0,0.25,1,AgiBot Genie G2
198,6.6,-0.1,0.28,1.45,0.0,-0.2260845213036123,1.15,fastening,1,35.0,0.25,1,AgiBot Genie G2
199,6.6333,-0.1,0.28,1.45,0.0,-0.223083636611408,1.15,fastening,1,35.0,0.25,1,AgiBot Genie G2
200,6.6667,-0.1,0.28,1.45,0.0,-0.21928203230275506,1.15,fastening,1,35.0,0.25,1,AgiBot Genie G2
201,6.7,-0.1,0.28,1.45,0.0,-0.21472135954999577,1.15,fastening,1,35.0,0.25,1,AgiBot Genie G2
202,6.7333,-0.1,0.28,1.45,0.0,-0.20945158603819153,1.15,fastening,1,120.0,1.0,2,AgiBot Genie G2
203,6.7667,-0.1,0.28,1.45,0.0,-0.20353044850870866,1.15,fastening,1,120.0,1.0,2,AgiBot Genie G2
204,6.8,-0.1,0.28,1.45,0.0,-0.1970228201833979,1.15,fastening,1,120.0,1.0,2,AgiBot Genie G2
205,6.8333,-0.1,0.28,1.45,0.0,-0.19000000000000006,1.15,fastening,1,120.0,1.0,2,AgiBot Genie G2
206,6.8667,-0.1,0.28,1.45,0.0,-0.18253893144606412,1.15,fastening,1,120.0,1.0,2,AgiBot Genie G2
207,6.9,-0.1,0.28,1.45,0.0,-0.1747213595499957,1.15,fastening,1,120.0,1.0,2,AgiBot Genie G2
208,6.9333,-0.1,0.28,1.45,0.0,-0.1666329352654207,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
209,6.9667,-0.1,0.28,1.45,0.0,-0.15836227706141226,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
210,7.0,-0.1,0.28,1.45,1.2,-0.15,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
211,7.0333,-0.1,0.28,1.45,1.2,-0.15836227706141223,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
212,7.0667,-0.1,0.28,1.45,1.2,-0.1666329352654207,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
213,7.1,-0.1,0.28,1.45,1.2,-0.1747213595499957,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
214,7.1333,-0.1,0.28,1.45,1.2,-0.1825389314460641,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
215,7.1667,-0.1,0.28,1.45,1.2,-0.19000000000000006,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
216,7.2,-0.1,0.28,1.45,1.2,-0.1970228201833979,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
217,7.2333,-0.1,0.28,1.45,1.2,-0.20353044850870866,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
218,7.2667,-0.1,0.28,1.45,1.2,-0.20945158603819153,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
219,7.3,-0.1,0.28,1.45,1.2,-0.21472135954999577,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
220,7.3333,-0.1,0.28,1.45,1.2,-0.21928203230275506,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
221,7.3667,-0.1,0.28,1.45,1.2,-0.223083636611408,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
222,7.4,-0.1,0.28,1.45,1.2,-0.22608452130361228,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
223,7.4333,-0.1,0.28,1.45,1.2,-0.22825180805870446,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
224,7.4667,-0.1,0.28,1.45,1.2,-0.22956175162946185,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
225,7.5,-0.1,0.28,1.45,1.2,-0.22999999999999998,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
226,7.5333,-0.1,0.28,1.45,1.2,-0.22956175162946185,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
227,7.5667,-0.1,0.28,1.45,1.2,-0.22825180805870446,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
228,7.6,-0.1,0.28,1.45,1.2,-0.2260845213036123,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
229,7.6333,-0.1,0.28,1.45,1.2,-0.223083636611408,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
230,7.6667,-0.1,0.28,1.45,1.2,-0.21928203230275506,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
231,7.7,-0.1,0.28,1.45,1.2,-0.21472135954999577,1.15,fastening,1,35.0,0.25,2,AgiBot Genie G2
232,7.7333,-0.1,0.28,1.45,1.2,-0.20945158603819153,1.15,fastening,1,120.0,1.0,3,AgiBot Genie G2
233,7.7667,-0.1,0.28,1.45,1.2,-0.20353044850870866,1.15,fastening,1,120.0,1.0,3,AgiBot Genie G2
234,7.8,-0.1,0.28,1.45,1.2,-0.1970228201833979,1.15,fastening,1,120.0,1.0,3,AgiBot Genie G2
235,7.8333,-0.1,0.28,1.45,1.2,-0.19000000000000006,1.15,fastening,1,120.0,1.0,3,AgiBot Genie G2
236,7.8667,-0.1,0.28,1.45,1.2,-0.18253893144606412,1.15,fastening,1,120.0,1.0,3,AgiBot Genie G2
237,7.9,-0.1,0.28,1.45,1.2,-0.1747213595499957,1.15,fastening,1,120.0,1.0,3,AgiBot Genie G2
238,7.9333,-0.1,0.28,1.45,1.2,-0.1666329352654207,1.15,fastening,1,35.0,0.25,3,AgiBot Genie G2
239,7.9667,-0.1,0.28,1.45,1.2,-0.15836227706141226,1.15,fastening,1,35.0,0.25,3,AgiBot Genie G2
240,8.0,-0.1,0.28,1.45,-1.2,-0.15,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
241,8.0333,-0.1,0.28,1.45,-1.2,-0.15836227706141223,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
242,8.0667,-0.1,0.28,1.45,-1.2,-0.1666329352654207,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
243,8.1,-0.1,0.28,1.45,-1.2,-0.1747213595499957,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
244,8.1333,-0.1,0.28,1.45,-1.2,-0.1825389314460639,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
245,8.1667,-0.1,0.28,1.45,-1.2,-0.18999999999999986,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
246,8.2,-0.1,0.28,1.45,-1.2,-0.1970228201833977,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
247,8.2333,-0.1,0.28,1.45,-1.2,-0.2035304485087085,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
248,8.2667,-0.1,0.28,1.45,-1.2,-0.20945158603819167,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
249,8.3,-0.1,0.28,1.45,-1.2,-0.21472135954999588,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
250,8.3333,-0.1,0.28,1.45,-1.2,-0.21928203230275517,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
251,8.3667,-0.1,0.28,1.45,-1.2,-0.22308363661140812,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
252,8.4,-0.1,0.28,1.45,-1.2,-0.22608452130361228,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
253,8.4333,-0.1,0.28,1.45,-1.2,-0.22825180805870446,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
254,8.4667,-0.1,0.28,1.45,-1.2,-0.22956175162946185,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
255,8.5,-0.1,0.28,1.45,-1.2,-0.22999999999999998,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
256,8.5333,-0.1,0.28,1.45,-1.2,-0.22956175162946185,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
257,8.5667,-0.1,0.28,1.45,-1.2,-0.22825180805870446,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
258,8.6,-0.1,0.28,1.45,-1.2,-0.2260845213036123,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
259,8.6333,-0.1,0.28,1.45,-1.2,-0.22308363661140812,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
260,8.6667,-0.1,0.28,1.45,-1.2,-0.21928203230275517,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
261,8.7,-0.1,0.28,1.45,-1.2,-0.21472135954999588,1.85,fastening,1,35.0,0.25,3,AgiBot Genie G2
262,8.7333,-0.1,0.28,1.45,-1.2,-0.20945158603819167,1.85,fastening,1,120.0,1.0,4,AgiBot Genie G2
263,8.7667,-0.1,0.28,1.45,-1.2,-0.20353044850870852,1.85,fastening,1,120.0,1.0,4,AgiBot Genie G2
264,8.8,-0.1,0.28,1.45,-1.2,-0.1970228201833977,1.85,fastening,1,120.0,1.0,4,AgiBot Genie G2
265,8.8333,-0.1,0.28,1.45,-1.2,-0.18999999999999986,1.85,fastening,1,120.0,1.0,4,AgiBot Genie G2
266,8.8667,-0.1,0.28,1.45,-1.2,-0.1825389314460639,1.85,fastening,1,120.0,1.0,4,AgiBot Genie G2
267,8.9,-0.1,0.28,1.45,-1.2,-0.1747213595499957,1.85,fastening,1,120.0,1.0,4,AgiBot Genie G2
268,8.9333,-0.1,0.28,1.45,-1.2,-0.1666329352654207,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
269,8.9667,-0.1,0.28,1.45,-1.2,-0.15836227706141226,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
270,9.0,-0.1,0.28,1.45,0.0,-0.15,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
271,9.0333,-0.1,0.28,1.45,0.0,-0.15836227706141223,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
272,9.0667,-0.1,0.28,1.45,0.0,-0.1666329352654207,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
273,9.1,-0.1,0.28,1.45,0.0,-0.1747213595499957,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
274,9.1333,-0.1,0.28,1.45,0.0,-0.1825389314460639,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
275,9.1667,-0.1,0.28,1.45,0.0,-0.18999999999999986,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
276,9.2,-0.1,0.28,1.45,0.0,-0.1970228201833977,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
277,9.2333,-0.1,0.28,1.45,0.0,-0.2035304485087085,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
278,9.2667,-0.1,0.28,1.45,0.0,-0.20945158603819167,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
279,9.3,-0.1,0.28,1.45,0.0,-0.21472135954999588,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
280,9.3333,-0.1,0.28,1.45,0.0,-0.21928203230275517,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
281,9.3667,-0.1,0.28,1.45,0.0,-0.22308363661140812,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
282,9.4,-0.1,0.28,1.45,0.0,-0.22608452130361228,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
283,9.4333,-0.1,0.28,1.45,0.0,-0.22825180805870446,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
284,9.4667,-0.1,0.28,1.45,0.0,-0.22956175162946185,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
285,9.5,-0.1,0.28,1.45,0.0,-0.22999999999999998,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
286,9.5333,-0.1,0.28,1.45,0.0,-0.22956175162946185,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
287,9.5667,-0.1,0.28,1.45,0.0,-0.22825180805870446,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
288,9.6,-0.1,0.28,1.45,0.0,-0.2260845213036123,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
289,9.6333,-0.1,0.28,1.45,0.0,-0.22308363661140812,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
290,9.6667,-0.1,0.28,1.45,0.0,-0.21928203230275517,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
291,9.7,-0.1,0.28,1.45,0.0,-0.21472135954999588,1.85,fastening,1,35.0,0.25,4,AgiBot Genie G2
292,9.7333,-0.1,0.28,1.45,0.0,-0.20945158603819167,1.85,fastening,1,120.0,1.0,5,AgiBot Genie G2
293,9.7667,-0.1,0.28,1.45,0.0,-0.20353044850870852,1.85,fastening,1,120.0,1.0,5,AgiBot Genie G2
294,9.8,-0.1,0.28,1.45,0.0,-0.1970228201833977,1.85,fastening,1,120.0,1.0,5,AgiBot Genie G2
295,9.8333,-0.1,0.28,1.45,0.0,-0.18999999999999986,1.85,fastening,1,120.0,1.0,5,AgiBot Genie G2
296,9.8667,-0.1,0.28,1.45,0.0,-0.1825389314460639,1.85,fastening,1,120.0,1.0,5,AgiBot Genie G2
297,9.9,-0.1,0.28,1.45,0.0,-0.1747213595499957,1.85,fastening,1,120.0,1.0,5,AgiBot Genie G2
298,9.9333,-0.1,0.28,1.45,0.0,-0.1666329352654207,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
299,9.9667,-0.1,0.28,1.45,0.0,-0.15836227706141226,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
300,10.0,-0.1,0.28,1.45,1.2,-0.15,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
301,10.0333,-0.1,0.28,1.45,1.2,-0.15836227706141223,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
302,10.0667,-0.1,0.28,1.45,1.2,-0.1666329352654207,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
303,10.1,-0.1,0.28,1.45,1.2,-0.1747213595499957,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
304,10.1333,-0.1,0.28,1.45,1.2,-0.1825389314460639,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
305,10.1667,-0.1,0.28,1.45,1.2,-0.18999999999999986,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
306,10.2,-0.1,0.28,1.45,1.2,-0.1970228201833977,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
307,10.2333,-0.1,0.28,1.45,1.2,-0.2035304485087085,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
308,10.2667,-0.1,0.28,1.45,1.2,-0.20945158603819167,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
309,10.3,-0.1,0.28,1.45,1.2,-0.21472135954999588,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
310,10.3333,-0.1,0.28,1.45,1.2,-0.21928203230275517,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
311,10.3667,-0.1,0.28,1.45,1.2,-0.22308363661140812,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
312,10.4,-0.1,0.28,1.45,1.2,-0.22608452130361228,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
313,10.4333,-0.1,0.28,1.45,1.2,-0.22825180805870446,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
314,10.4667,-0.1,0.28,1.45,1.2,-0.22956175162946185,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
315,10.5,-0.1,0.28,1.45,1.2,-0.22999999999999998,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
316,10.5333,-0.1,0.28,1.45,1.2,-0.22956175162946185,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
317,10.5667,-0.1,0.28,1.45,1.2,-0.22825180805870446,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
318,10.6,-0.1,0.28,1.45,1.2,-0.2260845213036123,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
319,10.6333,-0.1,0.28,1.45,1.2,-0.22308363661140812,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
320,10.6667,-0.1,0.28,1.45,1.2,-0.21928203230275517,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
321,10.7,-0.1,0.28,1.45,1.2,-0.21472135954999588,1.85,fastening,1,35.0,0.25,5,AgiBot Genie G2
322,10.7333,-0.1,0.28,1.45,1.2,-0.20945158603819167,1.85,fastening,1,120.0,1.0,6,AgiBot Genie G2
323,10.7667,-0.1,0.28,1.45,1.2,-0.20353044850870852,1.85,fastening,1,120.0,1.0,6,AgiBot Genie G2
324,10.8,-0.1,0.28,1.45,1.2,-0.1970228201833977,1.85,fastening,1,120.0,1.0,6,AgiBot Genie G2
325,10.8333,-0.1,0.28,1.45,1.2,-0.18999999999999986,1.85,fastening,1,120.0,1.0,6,AgiBot Genie G2
326,10.8667,-0.1,0.28,1.45,1.2,-0.1825389314460639,1.85,fastening,1,120.0,1.0,6,AgiBot Genie G2
327,10.9,-0.1,0.28,1.45,1.2,-0.1747213595499957,1.85,fastening,1,120.0,1.0,6,AgiBot Genie G2
328,10.9333,-0.1,0.28,1.45,1.2,-0.1666329352654207,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
329,10.9667,-0.1,0.28,1.45,1.2,-0.15836227706141226,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
330,11.0,-0.1,0.28,1.45,1.2,-0.15,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
331,11.0333,-0.1,0.28,1.45,1.2,-0.15836227706141223,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
332,11.0667,-0.1,0.28,1.45,1.2,-0.1666329352654207,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
333,11.1,-0.1,0.28,1.45,1.2,-0.1747213595499957,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
334,11.1333,-0.1,0.28,1.45,1.2,-0.1825389314460639,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
335,11.1667,-0.1,0.28,1.45,1.2,-0.18999999999999986,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
336,11.2,-0.1,0.28,1.45,1.2,-0.1970228201833977,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
337,11.2333,-0.1,0.28,1.45,1.2,-0.2035304485087085,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
338,11.2667,-0.1,0.28,1.45,1.2,-0.20945158603819167,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
339,11.3,-0.1,0.28,1.45,1.2,-0.21472135954999588,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
340,11.3333,-0.1,0.28,1.45,1.2,-0.21928203230275517,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
341,11.3667,-0.1,0.28,1.45,1.2,-0.22308363661140812,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
342,11.4,-0.1,0.28,1.45,1.2,-0.22608452130361228,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
343,11.4333,-0.1,0.28,1.45,1.2,-0.22825180805870446,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
344,11.4667,-0.1,0.28,1.45,1.2,-0.22956175162946185,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
345,11.5,-0.1,0.28,1.45,1.2,-0.22999999999999998,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
346,11.5333,-0.1,0.28,1.45,1.2,-0.22956175162946185,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
347,11.5667,-0.1,0.28,1.45,1.2,-0.22825180805870446,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
348,11.6,-0.1,0.28,1.45,1.2,-0.2260845213036123,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
349,11.6333,-0.1,0.28,1.45,1.2,-0.22308363661140812,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
350,11.6667,-0.1,0.28,1.45,1.2,-0.21928203230275517,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
351,11.7,-0.1,0.28,1.45,1.2,-0.21472135954999588,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
352,11.7333,-0.1,0.28,1.45,1.2,-0.20945158603819167,1.85,fastening,1,120.0,1.0,6,AgiBot Genie G2
353,11.7667,-0.1,0.28,1.45,1.2,-0.20353044850870852,1.85,fastening,1,120.0,1.0,6,AgiBot Genie G2
354,11.8,-0.1,0.28,1.45,1.2,-0.1970228201833977,1.85,fastening,1,120.0,1.0,6,AgiBot Genie G2
355,11.8333,-0.1,0.28,1.45,1.2,-0.18999999999999986,1.85,fastening,1,120.0,1.0,6,AgiBot Genie G2
356,11.8667,-0.1,0.28,1.45,1.2,-0.1825389314460639,1.85,fastening,1,120.0,1.0,6,AgiBot Genie G2
357,11.9,-0.1,0.28,1.45,1.2,-0.1747213595499957,1.85,fastening,1,120.0,1.0,6,AgiBot Genie G2
358,11.9333,-0.1,0.28,1.45,1.2,-0.1666329352654207,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
359,11.9667,-0.1,0.28,1.45,1.2,-0.15836227706141226,1.85,fastening,1,35.0,0.25,6,AgiBot Genie G2
