frame,time_s,phase,board_x,board_y,board_z,gun_x,gun_y,gun_z,nozzle_x,nozzle_y,nozzle_z,robot_x,robot_y,robot_z,ground_target_x,ground_target_y,ground_column_index,ground_row,robot_yaw_deg,active_fastener_index,state,arm_pose,collision_active,contact_force_n,tool_pressure,nails_installed,board_grasped,tool_grasped,nailing_reference_time_s,nailing_reference_frame,robot_label
387,12.9,nailing,-0.1,0.28,1.45,-1.2,0.01703125000000061,1.4296874999999998,-1.2,0.1770312500000006,1.1796874999999998,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,0,1,1.4,42,AgiBot Genie G2 (official USD)
388,12.9333,nailing,-0.1,0.28,1.45,-1.2,0.06046446330589894,1.4187572873799723,-1.2,0.22046446330589894,1.1687572873799723,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,0,1,1.4333,43,AgiBot Genie G2 (official USD)
389,12.9667,nailing,-0.1,0.28,1.45,-1.2,0.09535343792866946,1.4099772805212618,-1.2,0.2553534379286695,1.1599772805212618,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,0,1,1.4667,44,AgiBot Genie G2 (official USD)
390,13.0,nailing,-0.1,0.28,1.45,-1.2,0.12014467592592593,1.4037384259259258,-1.2,0.28014467592592596,1.1537384259259258,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,0,1,1.5,45,AgiBot Genie G2 (official USD)
391,13.0333,nailing,-0.1,0.28,1.45,-1.2,0.1332846793552812,1.4004316700960218,-1.2,0.29328467935528124,1.1504316700960218,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,0,1,1.5333,46,AgiBot Genie G2 (official USD)
392,13.0667,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,0,1,1.5667,47,AgiBot Genie G2 (official USD)
393,13.1,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,0,1,1.6,48,AgiBot Genie G2 (official USD)
394,13.1333,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,0,1,1.6333,49,AgiBot Genie G2 (official USD)
395,13.1667,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,0,1,1.6667,50,AgiBot Genie G2 (official USD)
396,13.2,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,0,1,1.7,51,AgiBot Genie G2 (official USD)
397,13.2333,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,0,1,1.7333,52,AgiBot Genie G2 (official USD)
398,13.2667,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,0,1,1.7667,53,AgiBot Genie G2 (official USD)
399,13.3,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,1.8,54,AgiBot Genie G2 (official USD)
400,13.3333,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,1.8333,55,AgiBot Genie G2 (official USD)
401,13.3667,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,1.8667,56,AgiBot Genie G2 (official USD)
402,13.4,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,1.9,57,AgiBot Genie G2 (official USD)
403,13.4333,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,1.9333,58,AgiBot Genie G2 (official USD)
404,13.4667,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,1.9667,59,AgiBot Genie G2 (official USD)
405,13.5,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.0,60,AgiBot Genie G2 (official USD)
406,13.5333,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.0333,61,AgiBot Genie G2 (official USD)
407,13.5667,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.0667,62,AgiBot Genie G2 (official USD)
408,13.6,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.1,63,AgiBot Genie G2 (official USD)
409,13.6333,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.1333,64,AgiBot Genie G2 (official USD)
410,13.6667,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.1667,65,AgiBot Genie G2 (official USD)
411,13.7,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.2,66,AgiBot Genie G2 (official USD)
412,13.7333,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.2333,67,AgiBot Genie G2 (official USD)
413,13.7667,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.2667,68,AgiBot Genie G2 (official USD)
414,13.8,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.3,69,AgiBot Genie G2 (official USD)
415,13.8333,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.3333,70,AgiBot Genie G2 (official USD)
416,13.8667,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.3667,71,AgiBot Genie G2 (official USD)
417,13.9,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.4,72,AgiBot Genie G2 (official USD)
418,13.9333,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.4333,73,AgiBot Genie G2 (official USD)
419,13.9667,nailing,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,0,1,2.4667,74,AgiBot Genie G2 (official USD)
420,14.0,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.5,75,AgiBot Genie G2 (official USD)
421,14.0333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.5333,76,AgiBot Genie G2 (official USD)
422,14.0667,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.5667,77,AgiBot Genie G2 (official USD)
423,14.1,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.6,78,AgiBot Genie G2 (official USD)
424,14.1333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.6333,79,AgiBot Genie G2 (official USD)
425,14.1667,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.6667,80,AgiBot Genie G2 (official USD)
426,14.2,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.7,81,AgiBot Genie G2 (official USD)
427,14.2333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.7333,82,AgiBot Genie G2 (official USD)
428,14.2667,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.7667,83,AgiBot Genie G2 (official USD)
429,14.3,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.8,84,AgiBot Genie G2 (official USD)
430,14.3333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.8333,85,AgiBot Genie G2 (official USD)
431,14.3667,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.8667,86,AgiBot Genie G2 (official USD)
432,14.4,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.9,87,AgiBot Genie G2 (official USD)
433,14.4333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.9333,88,AgiBot Genie G2 (official USD)
434,14.4667,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,2.9667,89,AgiBot Genie G2 (official USD)
435,14.5,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,3.0,90,AgiBot Genie G2 (official USD)
436,14.5333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,3.0333,91,AgiBot Genie G2 (official USD)
437,14.5667,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,3.0667,92,AgiBot Genie G2 (official USD)
438,14.6,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,3.1,93,AgiBot Genie G2 (official USD)
439,14.6333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,3.1333,94,AgiBot Genie G2 (official USD)
440,14.6667,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,3.1667,95,AgiBot Genie G2 (official USD)
441,14.7,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,0,1,3.2,96,AgiBot Genie G2 (official USD)
442,14.7333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,0,1,3.2333,97,AgiBot Genie G2 (official USD)
443,14.7667,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,0,1,3.2667,98,AgiBot Genie G2 (official USD)
444,14.8,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,0,1,3.3,99,AgiBot Genie G2 (official USD)
445,14.8333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,0,1,3.3333,100,AgiBot Genie G2 (official USD)
446,14.8667,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,0,1,3.3667,101,AgiBot Genie G2 (official USD)
447,14.9,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,0,1,3.4,102,AgiBot Genie G2 (official USD)
448,14.9333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,0,1,3.4333,103,AgiBot Genie G2 (official USD)
449,14.9667,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.6182846793552812,1.5911586934156379,-1.1999999999999997,-0.45828467935528117,1.3411586934156379,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.4667,104,AgiBot Genie G2 (official USD)
450,15.0,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.6051446759259259,1.6000347222222224,-1.1999999999999997,-0.4451446759259259,1.3500347222222224,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.5,105,AgiBot Genie G2 (official USD)
451,15.0333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.5803534379286696,1.616781121399177,-1.1999999999999997,-0.4203534379286695,1.366781121399177,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.5333,106,AgiBot Genie G2 (official USD)
452,15.0667,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.5454644633058987,1.6403485082304525,-1.1999999999999997,-0.3854644633058987,1.3903485082304525,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.5667,107,AgiBot Genie G2 (official USD)
453,15.1,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.5020312500000006,1.6696874999999998,-1.1999999999999997,-0.34203125000000056,1.4196874999999998,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.6,108,AgiBot Genie G2 (official USD)
454,15.1333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.4516072959533615,1.703748713991769,-1.1999999999999997,-0.29160729595336154,1.453748713991769,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.6333,109,AgiBot Genie G2 (official USD)
455,15.1667,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.39574609910836855,1.7414827674897113,-1.1999999999999997,-0.23574609910836855,1.4914827674897113,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.6667,110,AgiBot Genie G2 (official USD)
456,15.2,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.3360011574074088,1.7818402777777769,-1.1999999999999997,-0.17600115740740882,1.5318402777777769,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.7,111,AgiBot Genie G2 (official USD)
457,15.2333,nailing,-0.1,0.28,1.45,-1.1999999999999997,-0.27392596879286846,1.8237718621399168,-1.1999999999999997,-0.11392596879286845,1.5737718621399168,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.7333,112,AgiBot Genie G2 (official USD)
458,15.2667,nailing,-0.1,0.28,1.45,-1.2,-0.21107403120713125,1.8662281378600836,-1.2,-0.05107403120713125,1.6162281378600836,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.7667,113,AgiBot Genie G2 (official USD)
459,15.3,nailing,-0.1,0.28,1.45,-1.2,-0.14899884259259144,1.908159722222223,-1.2,0.011001157407408563,1.658159722222223,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.8,114,AgiBot Genie G2 (official USD)
460,15.3333,nailing,-0.1,0.28,1.45,-1.2,-0.08925390089163143,1.9485172325102889,-1.2,0.07074609910836857,1.6985172325102889,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.8333,115,AgiBot Genie G2 (official USD)
461,15.3667,nailing,-0.1,0.28,1.45,-1.2,-0.03339270404663852,1.986251286008231,-1.2,0.12660729595336148,1.736251286008231,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.8667,116,AgiBot Genie G2 (official USD)
462,15.4,nailing,-0.1,0.28,1.45,-1.2,0.01703125000000061,2.0203125000000006,-1.2,0.1770312500000006,1.7703125000000006,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.9,117,AgiBot Genie G2 (official USD)
463,15.4333,nailing,-0.1,0.28,1.45,-1.2,0.06046446330589894,2.0496514917695476,-1.2,0.22046446330589894,1.7996514917695476,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.9333,118,AgiBot Genie G2 (official USD)
464,15.4667,nailing,-0.1,0.28,1.45,-1.2,0.09535343792866946,2.073218878600823,-1.2,0.2553534379286695,1.823218878600823,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,3.9667,119,AgiBot Genie G2 (official USD)
465,15.5,nailing,-0.1,0.28,1.45,-1.2,0.12014467592592593,2.089965277777778,-1.2,0.28014467592592596,1.839965277777778,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,4.0,120,AgiBot Genie G2 (official USD)
466,15.5333,nailing,-0.1,0.28,1.45,-1.2,0.1332846793552812,2.0988413065843625,-1.2,0.29328467935528124,1.8488413065843625,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,0,1,4.0333,121,AgiBot Genie G2 (official USD)
467,15.5667,nailing,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,0,1,4.0667,122,AgiBot Genie G2 (official USD)
468,15.6,nailing,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,0,1,4.1,123,AgiBot Genie G2 (official USD)
469,15.6333,nailing,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,0,1,4.1333,124,AgiBot Genie G2 (official USD)
470,15.6667,nailing,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,0,1,4.1667,125,AgiBot Genie G2 (official USD)
471,15.7,nailing,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,0,1,4.2,126,AgiBot Genie G2 (official USD)
472,15.7333,nailing,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,0,1,4.2333,127,AgiBot Genie G2 (official USD)
