frame,time_s,phase,board_x,board_y,board_z,gun_x,gun_y,gun_z,nozzle_x,nozzle_y,nozzle_z,robot_x,robot_y,robot_z,ground_target_x,ground_target_y,ground_column_index,ground_row,robot_yaw_deg,active_fastener_index,state,arm_pose,collision_active,contact_force_n,tool_pressure,nails_installed,board_grasped,tool_grasped,nailing_reference_time_s,nailing_reference_frame,robot_label
209,6.9667,board_handling,-2.703882085422317,-2.336404634271816,1.6125241621995137,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.6932023171359076,-2.6244619782106424,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
210,7.0,board_handling,-2.690893400180817,-2.307540889290704,1.6115139311251747,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.678770444645352,-2.5872277471850085,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
211,7.0333,board_handling,-2.6772636366126954,-2.27725252580599,1.6104538384032097,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.6636262629029948,-2.5481557582897274,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
212,7.0667,board_handling,-2.6630256705295743,-2.2456126011768323,1.6093464410411893,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.647806300588416,-2.507340255518114,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
213,7.1,board_handling,-2.6482123777430755,-2.21269417276239,1.6081942960466837,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.631347086381195,-2.4648754828634836,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
214,7.1333,board_handling,-2.6328566340648196,-2.178570297921822,1.6069999604272638,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.614285148960911,-2.42085568431915,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
215,7.1667,board_handling,-2.6169913153064295,-2.1433140340142884,1.6057659911905002,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.596657017007144,-2.375375103878432,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
216,7.2,board_handling,-2.600649297279526,-2.1069984383989477,1.6044949453439632,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.5784992191994736,-2.3285279855346426,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
217,7.2333,board_handling,-2.5838634557957314,-2.069696568434959,1.6031893798952237,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.5598482842174795,-2.2804085732810973,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
218,7.2667,board_handling,-2.5666666666666664,-2.0314814814814817,1.6018518518518519,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.5407407407407407,-2.231111111111111,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
219,7.3,board_handling,-2.549091805703953,-1.9924262348976742,1.6004849182214187,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.521213117448837,-2.1807298430179998,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
220,7.3333,board_handling,-2.5311717487192134,-1.9526038860426962,1.5990911360114946,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.501301943021348,-2.129359012995078,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
221,7.3667,board_handling,-2.5129393715240678,-1.9120874922757065,1.5976730622296498,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.4810437461378534,-2.0770928650356613,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
222,7.4,board_handling,-2.4944275499301387,-1.8709501109558637,1.5962332538834554,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.4604750554779318,-2.024025643133064,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
223,7.4333,board_handling,-2.4756691597490477,-1.8292647994423283,1.5947742679804815,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.439632399721164,-1.9702515912806036,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
224,7.4667,board_handling,-2.4566970767924166,-1.7871046150942589,1.5932986615282991,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.418552307547129,-1.915864953471594,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
225,7.5,board_handling,-2.4375441768718664,-1.7445426152708143,1.5918089915344786,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.397271307635407,-1.8609599736993505,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
226,7.5333,board_handling,-2.418243335799019,-1.7016518573311536,1.5903078150065904,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.3758259286655767,-1.8056308959571883,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
227,7.5667,board_handling,-2.3988274293854963,-1.658505398634436,1.5887976889522053,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.354252699317218,-1.7499719642384226,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
228,7.6,board_handling,-2.3793293334429193,-1.615176296539821,1.5872811703788938,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.3325881482699105,-1.694077422536369,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
229,7.6333,board_handling,-2.3597819237829096,-1.5717376084064658,1.5857608162942265,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.310868804203233,-1.638041514844341,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
230,7.6667,board_handling,-2.3402180762170897,-1.528262391593533,1.5842391837057737,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.289131195796766,-1.5819584851556574,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
231,7.7,board_handling,-2.3206706665570804,-1.484823703460179,1.5827188296211063,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.267411851730089,-1.5259225774636307,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
232,7.7333,board_handling,-2.3011725706145034,-1.4414946013655638,1.5812023110477949,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.2457473006827815,-1.4700280357615771,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
233,7.7667,board_handling,-2.281756664200981,-1.3983481426688464,1.5796921849934098,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.224174071334423,-1.4143691040428117,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
234,7.8,board_handling,-2.2624558231281333,-1.3554573847291858,1.5781910084655215,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.202728692364593,-1.3590400263006495,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
235,7.8333,board_handling,-2.243302923207583,-1.312895384905741,1.576701338471701,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.1814476924528705,-1.3041350465284056,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
236,7.8667,board_handling,-2.224330840250952,-1.2707352005576715,1.5752257320195187,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.1603676002788355,-1.2497484087193962,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
237,7.9,board_handling,-2.2055724500698606,-1.2290498890441353,1.5737667461165448,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.1395249445220674,-1.1959743568669343,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
238,7.9333,board_handling,-2.187060628475932,-1.1879125077242936,1.5723269377703504,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.1189562538621467,-1.1429071349643385,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
239,7.9667,board_handling,-2.168828251280787,-1.147396113957304,1.5709088639885056,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.0986980569786517,-1.0906409870049218,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
240,8.0,board_handling,-2.1509081942960466,-1.107573765102326,1.5695150817785815,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.078786882551163,-1.0392701569820004,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
241,8.0333,board_handling,-2.1333333333333333,-1.0685185185185186,1.5681481481481483,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.0592592592592593,-0.9888888888888889,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
242,8.0667,board_handling,-2.1161365442042683,-1.030303431565041,1.5668106201047765,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.04015171578252,-0.9395914267189027,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
243,8.1,board_handling,-2.0993507027204736,-0.9930015616010526,1.565505054656037,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.021500780800526,-0.8914720144653576,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
244,8.1333,board_handling,-2.0830086846935703,-0.9566859659857119,1.5642340088095,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-2.003342982992856,-0.8446248961215681,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
245,8.1667,board_handling,-2.06714336593518,-0.9214297020781781,1.5630000395727364,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.9857148510390887,-0.7991443156808495,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
246,8.2,board_handling,-2.0517876222569247,-0.8873058272376106,1.5618057039533164,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.9686529136188051,-0.7551245171365175,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
247,8.2333,board_handling,-2.0369743294704254,-0.8543873988231683,1.5606535589588109,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.952193699411584,-0.7126597444818867,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
248,8.2667,board_handling,-2.022736363387304,-0.8227474741940093,1.5595461615967903,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.9363737370970044,-0.6718442417102719,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
249,8.3,board_handling,-2.009106599819183,-0.7924591107092951,1.5584860688748254,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.9212295553546475,-0.6327722528149904,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
250,8.3333,board_handling,-1.9961179145776824,-0.7635953657281835,1.5574758378004865,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.9067976828640916,-0.5955380217893564,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
251,8.3667,board_handling,-1.983803183474425,-0.7362292966098336,1.5565180253813442,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.8931146483049166,-0.5602357926266852,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
252,8.4,board_handling,-1.972195282321032,-0.7104339607134047,1.5556151886249692,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.8802169803567021,-0.5269598093202918,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
253,8.4333,board_handling,-1.961327086929125,-0.6862824153980558,1.554769884538932,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.8681412076990278,-0.49580431586349194,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
254,8.4667,board_handling,-1.9512314731103255,-0.6638477180229461,1.553984670130803,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.8569238590114727,-0.4668635562496002,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
255,8.5,board_handling,-1.9419413166762554,-0.6432029259472343,1.5532621024081532,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.846601462973617,-0.4402317744719322,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
256,8.5333,board_handling,-1.9334894934385358,-0.6244210965300798,1.5526047383785528,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.8372105482650398,-0.4160032145238026,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
257,8.5667,board_handling,-1.9259088792087886,-0.6075752871306419,1.5520151350495726,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.8287876435653208,-0.394272120398528,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
258,8.6,board_handling,-1.9192323497986357,-0.5927385551080795,1.551495849428783,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.8213692775540395,-0.37513273608942255,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
259,8.6333,board_handling,-1.913492781019698,-0.5799839578215513,1.5510494385237543,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.8149919789107756,-0.358679305589801,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
260,8.6667,board_handling,-1.9087230486835978,-0.5693845526302173,1.5506784593420577,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.8096922763151084,-0.34500607289298024,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
261,8.7,board_handling,-1.9049560286019562,-0.561013396893236,1.5503854688912633,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.8055066984466177,-0.3342072819922741,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
262,8.7333,board_handling,-1.9022245965863949,-0.5549435479697664,1.550173024178942,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.802471773984883,-0.32637717688099865,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
263,8.7667,board_handling,-1.9005616284485356,-0.5512480632189682,1.550043682212664,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.800624031609484,-0.321610001552469,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,carry_drywall,board_carry,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
264,8.8,board_handling,-1.9,-0.55,1.55,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
265,8.8333,board_handling,-1.8959104938271605,-0.5481142832647463,1.54977280521262,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
266,8.8667,board_handling,-1.8839506172839506,-0.5425994513031551,1.5491083676268862,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
267,8.9,board_handling,-1.8645833333333335,-0.5336689814814817,1.5480324074074074,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
268,8.9333,board_handling,-1.838271604938272,-0.5215363511659811,1.546570644718793,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
269,8.9667,board_handling,-1.805478395061729,-0.5064150377229084,1.5447487997256517,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
270,9.0,board_handling,-1.7666666666666675,-0.48851851851851896,1.5425925925925927,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
271,9.0333,board_handling,-1.7222993827160504,-0.46806027091906777,1.540127743484225,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
272,9.0667,board_handling,-1.672839506172841,-0.44525377229081003,1.5373799725651578,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
273,9.1,board_handling,-1.6187500000000017,-0.42031250000000087,1.534375,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
274,9.1333,board_handling,-1.5604938271604958,-0.3934499314128954,1.5311385459533609,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
275,9.1667,board_handling,-1.4985339506172863,-0.3648795438957488,1.5276963305898492,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
276,9.2,board_handling,-1.4333333333333362,-0.3348148148148161,1.5240740740740744,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
277,9.2333,board_handling,-1.3653549382716081,-0.3034692215363527,1.5202974965706448,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
278,9.2667,board_handling,-1.2950617283950614,-0.27105624142661167,1.51639231824417,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
279,9.3,board_handling,-1.2229166666666664,-0.23778935185185185,1.5123842592592593,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
280,9.3333,board_handling,-1.149382716049383,-0.20388203017832657,1.5082990397805214,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
281,9.3667,board_handling,-1.0749228395061734,-0.1695477537722911,1.5041623799725652,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
282,9.4,board_handling,-1.0000000000000009,-0.1350000000000004,1.5,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
283,9.4333,board_handling,-0.925077160493828,-0.1004522462277096,1.4958376200274348,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
284,9.4667,board_handling,-0.8506172839506183,-0.06611796982167406,1.4917009602194788,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
285,9.5,board_handling,-0.7770833333333347,-0.03221064814814878,1.4876157407407409,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
286,9.5333,board_handling,-0.7049382716049397,0.001056241426611093,1.48360768175583,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
287,9.5667,board_handling,-0.6346450617283967,0.033469221536350346,1.4797025034293554,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
288,9.6,board_handling,-0.5666666666666687,0.06481481481481399,1.475925925925926,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
289,9.6333,board_handling,-0.5014660493827181,0.09487954389574671,1.472303669410151,-5.0,-4.0,-2.0,-5.0,-3.84,-2.25,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,place_drywall,board_place,1,80.0,0.0,0,1,0,0.0,-1,AgiBot Genie G2 (official USD)
