frame,time_s,board_x,board_y,board_z,gun_x,gun_y,gun_z,nozzle_x,nozzle_y,nozzle_z,robot_x,robot_y,robot_z,ground_target_x,ground_target_y,ground_column_index,ground_row,robot_yaw_deg,active_fastener_index,state,arm_pose,collision_active,contact_force_n,tool_pressure,nails_installed,tool_grasped,robot_label
167,5.5667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
168,5.6,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
169,5.6333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
170,5.6667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
171,5.7,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,align_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
172,5.7333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,align_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
173,5.7667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,align_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
174,5.8,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,align_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
175,5.8333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,align_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
176,5.8667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,align_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
177,5.9,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,align_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
178,5.9333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,align_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
179,5.9667,-0.1,0.28,1.45,-1.1999999999999997,-0.6182846793552812,1.5895683299039782,-1.1999999999999997,-0.45828467935528117,1.3395683299039782,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
180,6.0,-0.1,0.28,1.45,-1.1999999999999997,-0.6051446759259259,1.5862615740740742,-1.1999999999999997,-0.4451446759259259,1.3362615740740742,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
181,6.0333,-0.1,0.28,1.45,-1.1999999999999997,-0.5803534379286696,1.5800227194787382,-1.1999999999999997,-0.4203534379286695,1.3300227194787382,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
182,6.0667,-0.1,0.28,1.45,-1.1999999999999997,-0.5454644633058987,1.5712427126200275,-1.1999999999999997,-0.3854644633058987,1.3212427126200275,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
183,6.1,-0.1,0.28,1.45,-1.1999999999999997,-0.5020312500000006,1.5603125000000002,-1.1999999999999997,-0.34203125000000056,1.3103125000000002,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
184,6.1333,-0.1,0.28,1.45,-1.1999999999999997,-0.45160729595336024,1.5476230281207133,-1.1999999999999997,-0.2916072959533602,1.2976230281207133,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
185,6.1667,-0.1,0.28,1.45,-1.1999999999999997,-0.3957460991083671,1.5335652434842248,-1.1999999999999997,-0.2357460991083671,1.2835652434842248,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
186,6.2,-0.1,0.28,1.45,-1.1999999999999997,-0.33600115740740694,1.5185300925925924,-1.1999999999999997,-0.17600115740740693,1.2685300925925924,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
187,6.2333,-0.1,0.28,1.45,-1.1999999999999997,-0.2739259687928669,1.5029085219478737,-1.1999999999999997,-0.1139259687928669,1.2529085219478737,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
188,6.2667,-0.1,0.28,1.45,-1.2,-0.21107403120713342,1.4870914780521263,-1.2,-0.051074031207133413,1.2370914780521263,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
189,6.3,-0.1,0.28,1.45,-1.2,-0.14899884259259305,1.4714699074074076,-1.2,0.011001157407406953,1.2214699074074076,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
190,6.3333,-0.1,0.28,1.45,-1.2,-0.08925390089163288,1.4564347565157751,-1.2,0.07074609910836713,1.2064347565157751,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
191,6.3667,-0.1,0.28,1.45,-1.2,-0.03339270404663974,1.4423769718792867,-1.2,0.12660729595336026,1.1923769718792867,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
192,6.4,-0.1,0.28,1.45,-1.2,0.01703125000000061,1.4296874999999998,-1.2,0.1770312500000006,1.1796874999999998,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
193,6.4333,-0.1,0.28,1.45,-1.2,0.06046446330589894,1.4187572873799723,-1.2,0.22046446330589894,1.1687572873799723,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
194,6.4667,-0.1,0.28,1.45,-1.2,0.09535343792866946,1.4099772805212618,-1.2,0.2553534379286695,1.1599772805212618,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
195,6.5,-0.1,0.28,1.45,-1.2,0.12014467592592593,1.4037384259259258,-1.2,0.28014467592592596,1.1537384259259258,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
196,6.5333,-0.1,0.28,1.45,-1.2,0.1332846793552812,1.4004316700960218,-1.2,0.29328467935528124,1.1504316700960218,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,move_to_fastener,working_0,0,0.0,0.25,0,1,AgiBot Genie G2 (official USD)
197,6.5667,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,1,AgiBot Genie G2 (official USD)
198,6.6,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,1,AgiBot Genie G2 (official USD)
199,6.6333,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,1,AgiBot Genie G2 (official USD)
200,6.6667,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,1,AgiBot Genie G2 (official USD)
201,6.7,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,1,AgiBot Genie G2 (official USD)
202,6.7333,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,1,AgiBot Genie G2 (official USD)
203,6.7667,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,press_fastener,press_0,1,120.0,1.0,0,1,AgiBot Genie G2 (official USD)
204,6.8,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
205,6.8333,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
206,6.8667,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
207,6.9,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
208,6.9333,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
209,6.9667,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
210,7.0,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
211,7.0333,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
212,7.0667,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
213,7.1,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
214,7.1333,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
215,7.1667,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
216,7.2,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
217,7.2333,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
218,7.2667,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
219,7.3,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
220,7.3333,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
221,7.3667,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
222,7.4,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
223,7.4333,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
224,7.4667,-0.1,0.28,1.45,-1.2,0.135,1.4,-1.2,0.29500000000000004,1.15,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,hold_fastener,working_0,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
225,7.5,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
226,7.5333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
227,7.5667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
228,7.6,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
229,7.6333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
230,7.6667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
231,7.7,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
232,7.7333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
233,7.7667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
234,7.8,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
235,7.8333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
236,7.8667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
237,7.9,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
238,7.9333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
239,7.9667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
240,8.0,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
241,8.0333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
242,8.0667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
243,8.1,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
244,8.1333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
245,8.1667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
246,8.2,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,walk_to_fastener,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
247,8.2333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
248,8.2667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
249,8.3,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
250,8.3333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
251,8.3667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
252,8.4,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
253,8.4333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,align_tool,ready,0,0.0,0.0,1,1,AgiBot Genie G2 (official USD)
254,8.4667,-0.1,0.28,1.45,-1.1999999999999997,-0.6182846793552812,1.5911586934156379,-1.1999999999999997,-0.45828467935528117,1.3411586934156379,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
255,8.5,-0.1,0.28,1.45,-1.1999999999999997,-0.6051446759259259,1.6000347222222224,-1.1999999999999997,-0.4451446759259259,1.3500347222222224,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
256,8.5333,-0.1,0.28,1.45,-1.1999999999999997,-0.5803534379286696,1.616781121399177,-1.1999999999999997,-0.4203534379286695,1.366781121399177,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
257,8.5667,-0.1,0.28,1.45,-1.1999999999999997,-0.5454644633058987,1.6403485082304525,-1.1999999999999997,-0.3854644633058987,1.3903485082304525,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
258,8.6,-0.1,0.28,1.45,-1.1999999999999997,-0.5020312500000006,1.6696874999999998,-1.1999999999999997,-0.34203125000000056,1.4196874999999998,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
259,8.6333,-0.1,0.28,1.45,-1.1999999999999997,-0.4516072959533615,1.703748713991769,-1.1999999999999997,-0.29160729595336154,1.453748713991769,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
