frame,time_s,board_x,board_y,board_z,gun_x,gun_y,gun_z,nozzle_x,nozzle_y,nozzle_z,robot_x,robot_y,robot_z,ground_target_x,ground_target_y,ground_column_index,ground_row,robot_yaw_deg,active_fastener_index,state,arm_pose,collision_active,contact_force_n,tool_pressure,nails_installed,tool_grasped,robot_label
78,2.6,-0.1,0.28,1.45,-1.3643615160349851,-1.0604888629737605,1.59,-1.3643615160349851,-0.9004888629737605,1.34,-1.9643615160349852,-0.7604888629737605,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
79,2.6333,-0.1,0.28,1.45,-1.353579958967714,-1.0315942900334736,1.59,-1.353579958967714,-0.8715942900334736,1.34,-1.9535799589677139,-0.7315942900334735,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
80,2.6667,-0.1,0.28,1.45,-1.3430731022567755,-1.0034359140481592,1.59,-1.3430731022567755,-0.8434359140481592,1.34,-1.9430731022567755,-0.7034359140481592,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
81,2.7,-0.1,0.28,1.45,-1.3328513119533527,-0.9760415160349851,1.59,-1.3328513119533527,-0.8160415160349851,1.34,-1.9328513119533526,-0.6760415160349851,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
82,2.7333,-0.1,0.28,1.45,-1.3229249541086272,-0.949438877011122,1.59,-1.3229249541086272,-0.7894388770111219,1.34,-1.9229249541086273,-0.6494388770111219,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
83,2.7667,-0.1,0.28,1.45,-1.3133043947737826,-0.9236557779937373,1.59,-1.3133043947737826,-0.7636557779937373,1.34,-1.9133043947737824,-0.6236557779937373,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
84,2.8,-0.1,0.28,1.45,-1.3039999999999998,-0.8987200000000002,1.59,-1.3039999999999998,-0.7387200000000002,1.34,-1.904,-0.5987200000000001,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
85,2.8333,-0.1,0.28,1.45,-1.2950221358384622,-0.874659324047079,1.59,-1.2950221358384622,-0.714659324047079,1.34,-1.8950221358384622,-0.574659324047079,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
86,2.8667,-0.1,0.28,1.45,-1.2863811683403519,-0.8515015311521432,1.59,-1.2863811683403519,-0.6915015311521432,1.34,-1.886381168340352,-0.5515015311521432,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
87,2.9,-0.1,0.28,1.45,-1.2780874635568513,-0.8292744023323617,1.59,-1.2780874635568513,-0.6692744023323617,1.34,-1.8780874635568512,-0.5292744023323617,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
88,2.9333,-0.1,0.28,1.45,-1.2701513875391424,-0.8080057186049026,1.59,-1.2701513875391424,-0.6480057186049025,1.34,-1.8701513875391425,-0.5080057186049025,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
89,2.9667,-0.1,0.28,1.45,-1.2625833063384082,-0.7877232609869342,1.59,-1.2625833063384082,-0.6277232609869342,1.34,-1.8625833063384083,-0.4877232609869342,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
90,3.0,-0.1,0.28,1.45,-1.2553935860058307,-0.7684548104956266,1.59,-1.2553935860058307,-0.6084548104956266,1.34,-1.8553935860058308,-0.46845481049562654,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
91,3.0333,-0.1,0.28,1.45,-1.2485925925925923,-0.7502281481481481,1.59,-1.2485925925925923,-0.5902281481481481,1.34,-1.8485925925925923,-0.45022814814814804,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
92,3.0667,-0.1,0.28,1.45,-1.2421906921498755,-0.7330710549616672,1.59,-1.2421906921498755,-0.5730710549616672,1.34,-1.8421906921498756,-0.4330710549616672,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
93,3.1,-0.1,0.28,1.45,-1.236198250728863,-0.7170113119533525,1.59,-1.236198250728863,-0.5570113119533525,1.34,-1.8361982507288628,-0.4170113119533525,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
94,3.1333,-0.1,0.28,1.45,-1.2306256343807362,-0.7020767001403734,1.59,-1.2306256343807362,-0.5420767001403733,1.34,-1.8306256343807363,-0.40207670014037333,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
95,3.1667,-0.1,0.28,1.45,-1.2254832091566783,-0.6882950005398982,1.59,-1.2254832091566783,-0.5282950005398982,1.34,-1.8254832091566784,-0.3882950005398982,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
96,3.2,-0.1,0.28,1.45,-1.2207813411078714,-0.675693994169096,1.59,-1.2207813411078714,-0.515693994169096,1.34,-1.8207813411078715,-0.375693994169096,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
97,3.2333,-0.1,0.28,1.45,-1.2165303962854979,-0.6643014620451353,1.59,-1.2165303962854979,-0.5043014620451353,1.34,-1.816530396285498,-0.36430146204513525,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
98,3.2667,-0.1,0.28,1.45,-1.2127407407407405,-0.6541451851851849,1.59,-1.2127407407407405,-0.4941451851851849,1.34,-1.8127407407407405,-0.3541451851851849,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
99,3.3,-0.1,0.28,1.45,-1.209422740524781,-0.6452529446064139,1.59,-1.209422740524781,-0.4852529446064139,1.34,-1.8094227405247811,-0.34525294460641387,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
100,3.3333,-0.1,0.28,1.45,-1.2065867616888024,-0.6376525213259903,1.59,-1.2065867616888024,-0.47765252132599023,1.34,-1.8065867616888023,-0.3376525213259902,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
101,3.3667,-0.1,0.28,1.45,-1.2042431702839864,-0.6313716963610838,1.59,-1.2042431702839864,-0.4713716963610838,1.34,-1.8042431702839865,-0.33137169636108377,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
102,3.4,-0.1,0.28,1.45,-1.2024023323615158,-0.6264382507288626,1.59,-1.2024023323615158,-0.4664382507288626,1.34,-1.802402332361516,-0.32643825072886257,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
103,3.4333,-0.1,0.28,1.45,-1.201074613972573,-0.622879965446496,1.59,-1.201074613972573,-0.462879965446496,1.34,-1.801074613972573,-0.322879965446496,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
104,3.4667,-0.1,0.28,1.45,-1.2002703811683402,-0.6207246215311522,1.59,-1.2002703811683402,-0.4607246215311521,1.34,-1.8002703811683403,-0.3207246215311521,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,walk_to_drywall,folded,0,0.0,0.0,0,0,AgiBot Genie G2 (official USD)
105,3.5,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
106,3.5333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
107,3.5667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
108,3.6,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
109,3.6333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
110,3.6667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
111,3.7,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
112,3.7333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
113,3.7667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
114,3.8,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
115,3.8333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
116,3.8667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
117,3.9,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
118,3.9333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
119,3.9667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
120,4.0,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
121,4.0333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
122,4.0667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
123,4.1,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
124,4.1333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
125,4.1667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
126,4.2,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
127,4.2333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
128,4.2667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
129,4.3,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
130,4.3333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
131,4.3667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
132,4.4,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
133,4.4333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
134,4.4667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
135,4.5,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
136,4.5333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
137,4.5667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
138,4.6,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
139,4.6333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
140,4.6667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
141,4.7,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
142,4.7333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
143,4.7667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
144,4.8,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
145,4.8333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
146,4.8667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
147,4.9,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
148,4.9333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
149,4.9667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,-1,none,90.0,-1,align_and_grasp_tool,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
150,5.0,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
151,5.0333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
152,5.0667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
153,5.1,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
154,5.1333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
155,5.1667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
156,5.2,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
157,5.2333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
158,5.2667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
159,5.3,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
160,5.3333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
161,5.3667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
162,5.4,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
163,5.4333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
164,5.4667,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
165,5.5,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
166,5.5333,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,lower,90.0,0,walk_to_fastener,ready,0,0.0,0.0,0,1,AgiBot Genie G2 (official USD)
